"15380";"2021-10-07 13:27:42";"-55";"-71";"-62"
"15381";"2021-10-07 13:27:43";"-55";"-71";"-64"
"15382";"2021-10-07 13:27:44";"-55";"-72";"-63"
"15383";"2021-10-07 13:27:45";"-55";"-71";"-62"
"15384";"2021-10-07 13:27:46";"-56";"-75";"-64"
"15385";"2021-10-07 13:27:47";"-55";"-74";"-61"
"15386";"2021-10-07 13:27:48";"-55";"-71";"-62"
"15387";"2021-10-07 13:27:49";"-55";"-71";"-64"
"15388";"2021-10-07 13:27:50";"-55";"-72";"-61"
"15389";"2021-10-07 13:27:51";"-57";"-71";"-62"
"15390";"2021-10-07 13:27:52";"-57";"-75";"-61"
"15391";"2021-10-07 13:27:53";"-55";"-75";"-62"
"15392";"2021-10-07 13:27:54";"-54";"-71";"-64"
"15393";"2021-10-07 13:27:55";"-55";"-71";"-64"
"15394";"2021-10-07 13:27:56";"-55";"-71";"-63"
"15395";"2021-10-07 13:27:57";"-54";"-74";"-61"
"15396";"2021-10-07 13:27:58";"-54";"-71";"-61"
"15397";"2021-10-07 13:27:59";"-54";"-71";"-61"
"15398";"2021-10-07 13:28:00";"-55";"-72";"-64"
"15399";"2021-10-07 13:28:01";"-56";"-74";"-64"
"15400";"2021-10-07 13:28:02";"-57";"-73";"-64"
"15401";"2021-10-07 13:28:03";"-57";"-74";"-60"
"15402";"2021-10-07 13:28:29";"-56";"-71";"-63"
"15403";"2021-10-07 13:28:30";"-56";"-74";"-60"
"15404";"2021-10-07 13:28:31";"-54";"-71";"-60"
"15405";"2021-10-07 13:28:32";"-55";"-71";"-60"
"15406";"2021-10-07 13:28:33";"-56";"-72";"-63"
"15407";"2021-10-07 13:28:34";"-55";"-71";"-60"
"15408";"2021-10-07 13:28:35";"-56";"-71";"-61"
"15409";"2021-10-07 13:28:36";"-55";"-71";"-60"
"15410";"2021-10-07 13:28:37";"-55";"-71";"-60"
"15411";"2021-10-07 13:28:38";"-55";"-71";"-63"
"15412";"2021-10-07 13:28:39";"-56";"-71";"-62"
"15413";"2021-10-07 13:28:40";"-55";"-71";"-60"
"15414";"2021-10-07 13:28:41";"-54";"-71";"-62"
"15415";"2021-10-07 13:28:42";"-55";"-72";"-62"
"15416";"2021-10-07 13:28:43";"-55";"-68";"-60"
"15417";"2021-10-07 13:28:44";"-56";"-69";"-63"
"15418";"2021-10-07 13:28:45";"-55";"-68";"-62"
"15419";"2021-10-07 13:28:46";"-55";"-72";"-60"
"15420";"2021-10-07 13:29:09";"-54";"-71";"-59"
"15421";"2021-10-07 13:29:09";"-55";"-72";"-63"
"15422";"2021-10-07 13:29:11";"-55";"-74";"-64"
"15423";"2021-10-07 13:29:12";"-57";"-72";"-61"
"15424";"2021-10-07 13:29:13";"-55";"-71";"-60"
"15425";"2021-10-07 13:29:14";"-56";"-72";"-62"
"15426";"2021-10-07 13:29:15";"-56";"-72";"-59"
"15427";"2021-10-07 13:29:16";"-56";"-72";"-63"
"15428";"2021-10-07 13:29:17";"-55";"-72";"-59"
"15429";"2021-10-07 13:29:18";"-55";"-72";"-60"
"15430";"2021-10-07 13:29:19";"-55";"-74";"-63"
"15431";"2021-10-07 13:29:20";"-57";"-72";"-59"
"15432";"2021-10-07 13:29:21";"-56";"-71";"-63"
"15433";"2021-10-07 13:29:22";"-55";"-71";"-63"
"15434";"2021-10-07 13:29:23";"-55";"-72";"-63"
