"9891";"2021-10-07 00:01:21";"-67";"-80";"-50"
"9892";"2021-10-07 00:01:22";"-77";"-81";"-50"
"9893";"2021-10-07 00:01:22";"-77";"-73";"-47"
"9894";"2021-10-07 00:01:23";"-77";"-72";"-49"
"9895";"2021-10-07 00:01:24";"-70";"-72";"-50"
"9896";"2021-10-07 00:01:25";"-70";"-72";"-49"
"9897";"2021-10-07 00:01:27";"-76";"-72";"-50"
"9898";"2021-10-07 00:01:28";"-70";"-82";"-54"
"9899";"2021-10-07 00:01:29";"-76";"-80";"-54"
"9900";"2021-10-07 00:01:30";"-76";"-81";"-53"
"9901";"2021-10-07 00:01:31";"-67";"-80";"-50"
"9902";"2021-10-07 00:01:32";"-77";"-71";"-54"
"9903";"2021-10-07 00:01:33";"-77";"-81";"-48"
"9904";"2021-10-07 00:01:34";"-77";"-81";"-49"
"9905";"2021-10-07 00:01:35";"-70";"-73";"-50"
"9906";"2021-10-07 00:01:49";"-76";"-72";"-50"
"9907";"2021-10-07 00:01:50";"-67";"-73";"-48"
"9908";"2021-10-07 00:01:51";"-78";"-72";"-53"
"9909";"2021-10-07 00:01:52";"-77";"-81";"-48"
"9910";"2021-10-07 00:01:53";"-78";"-85";"-49"
"9911";"2021-10-07 00:02:19";"-67";"-81";"-60"
"9912";"2021-10-07 00:02:19";"-72";"-66";"-60"
"9913";"2021-10-07 00:02:20";"-66";"-66";"-60"
"9914";"2021-10-07 00:02:44";"-68";"-73";"-62"
"9915";"2021-10-07 00:02:45";"-75";"-67";"-61"
"9916";"2021-10-07 00:02:46";"-67";"-72";"-60"
"9917";"2021-10-07 00:02:47";"-73";"-68";"-61"
"9918";"2021-10-07 00:02:48";"-68";"-73";"-61"
"9919";"2021-10-07 00:02:49";"-74";"-68";"-60"
"9920";"2021-10-07 00:03:13";"-71";"-73";"-60"
"9921";"2021-10-07 00:03:28";"-75";"-73";"-61"
"9922";"2021-10-07 00:03:29";"-77";"-73";"-61"
"9923";"2021-10-07 00:03:30";"-77";"-67";"-61"
"9924";"2021-10-07 00:03:31";"-67";"-73";"-61"
"9925";"2021-10-07 00:03:32";"-77";"-67";"-61"
"9926";"2021-10-07 00:03:33";"-68";"-73";"-59"
"9927";"2021-10-07 00:03:34";"-77";"-67";"-60"
"9928";"2021-10-07 00:03:35";"-78";"-73";"-61"
"9929";"2021-10-07 00:03:36";"-76";"-67";"-61"
"9930";"2021-10-07 00:03:37";"-76";"-74";"-61"
"9931";"2021-10-07 00:03:38";"-68";"-74";"-60"
"9932";"2021-10-07 00:03:39";"-77";"-73";"-61"
"9933";"2021-10-07 00:03:40";"-76";"-73";"-61"
"9934";"2021-10-07 00:03:41";"-70";"-71";"-61"
"9935";"2021-10-07 00:03:42";"-77";"-67";"-62"
"9936";"2021-10-07 00:03:43";"-76";"-67";"-61"
"9937";"2021-10-07 00:03:44";"-67";"-73";"-60"
"9938";"2021-10-07 00:03:45";"-68";"-71";"-60"
"9939";"2021-10-07 00:03:46";"-77";"-73";"-61"
"9940";"2021-10-07 00:04:21";"-67";"-67";"-60"
"9941";"2021-10-07 00:04:22";"-71";"-73";"-61"
"9942";"2021-10-07 00:04:23";"-68";"-73";"-61"
"9943";"2021-10-07 00:04:24";"-77";"-73";"-61"
"9944";"2021-10-07 00:04:25";"-78";"-67";"-60"
"9945";"2021-10-07 00:04:26";"-67";"-70";"-61"
"9946";"2021-10-07 00:04:27";"-68";"-74";"-60"
"9947";"2021-10-07 00:04:28";"-71";"-73";"-61"
"9948";"2021-10-07 00:04:29";"-77";"-73";"-61"
"9949";"2021-10-07 00:04:30";"-77";"-73";"-62"
"9950";"2021-10-07 00:04:31";"-72";"-70";"-60"
"9951";"2021-10-07 00:04:32";"-68";"-67";"-62"
"9952";"2021-10-07 00:04:33";"-67";"-73";"-61"
"9953";"2021-10-07 00:04:34";"-67";"-73";"-61"
"9954";"2021-10-07 00:04:35";"-76";"-73";"-62"
"9955";"2021-10-07 00:04:36";"-67";"-67";"-61"
"9956";"2021-10-07 00:04:37";"-77";"-73";"-61"
"9957";"2021-10-07 00:04:38";"-76";"-73";"-60"
"9958";"2021-10-07 00:04:39";"-77";"-73";"-61"
"9959";"2021-10-07 00:04:40";"-70";"-67";"-61"
"9960";"2021-10-07 00:04:41";"-70";"-71";"-61"
